name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Unknown 5.8+,Sunshine Ridge,"Trad, 350',  Grade II",Alaska,"Are there three parties already on Sunshine Ridge? Occasionally this is the case, have no fear. A second route exists. While it is shorter, and the rock quality suffers at the bottom, the upper pitches are actually almost has good as those on sunshine. This route likely has a longer history, it has (or had) several old military style ring pitons on it although they are slowly disappearing or have been replaced by bolts. ,Access pitches: Anything around Mayday, Thrombosis gully climbs, Although you could also scramble up Thrombosis gully ,Pitch 1: 5.6 climb rotten rock trending left, there was a fixed ring piton in this section. belay off the a large ledge, to the left of the second sawed off telephone pole located in a nice alcove (the first sawed off pole is just above the anchor on Mayday. This is about 50ft from Sunshine Ridge. This line starts another 50-100 ft to the left of this. Find a section that looks like the rock is good, and follow the highest rock quality. Keep your eyes on the look out for bolts. The next two pitches are at least as high quality as the pitches on sunshine ridge. ,Pitch 2: 5.8+ Climb some rotten rock past one (blue) hanger 5/16 button head bolt, the rock quality improves here. follow the crack system to a small, and suspect tree with sun rotted webbing. Belay here, but probably not off the tree, there is a wide crack just below the next bulge that will take 3 or 4 inch pieces. ,Pitch 3: 5.7+ climb upwards and trend right until you see a fixe hanger and bolt. Clip this and climb up and follow three or four more bolts through some moves above it. These bolts are all missing hangers and nuts, so bring some stoppers to sling them. Belay from the Anchor at the top of sunshine. ,Laugh at the throngs of people stuck on Sunshine, and walk down following the trail to the left.,To the left of Sunshine Ridge Proper,,",2,5.8+,"gear to 2""",http://www.mountainproject.com/v/unknown-58/109094029,mountainproject.com/v/sunshine-ridge/106454168,2.5,"To the left of Sunshine Ridge Proper,,",8.0,0,0,1,0,0,0,,350.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 5.10,Sunshine Ridge,"Sport, 60'",Alaska,"This route starts just to the right of the 5.10 which is to the right of May Day. The rock quality at the bottom of the route is awful and as of 5/21/14 is missing a nut, the hanger is still there perched on a ledge. The bottom boulder problem could merit a bomb rating and the bolt and the holds around it are HIGHLY suspect. ,Climb the steep loose boulder problem, and follow route direct up the slab on better rock following the bolt line and end at the anchor on the left. It is possible to continue this into Sunshine Ridge. ,It might be possible to skip the nasty boulder problem and traverse into the climb from the climb to the left, bring runners.,second climb to the right of Mayday. Follow a path up an under the overhang to the first bolt.,,",1, 5.10,Bolts,http://www.mountainproject.com/v/unknown-510/109007261,mountainproject.com/v/sunshine-ridge/106454168,1.0,"second climb to the right of Mayday. Follow a path up an under the overhang to the first bolt.,,",10.0,0,1,0,0,0,0,,60.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Unknown 1,Sunshine Ridge,"Sport, 1 pitch",Alaska,"This sport route is located just right of Mayday. Start up and right on face climbing to reach a corner with a crack. Follow the crack left then cut right to the anchor on top of a slab.,,",3, 5.10a,"6 bolts, 2 bolt chain anchor",http://www.mountainproject.com/v/unknown-1/108950313,mountainproject.com/v/sunshine-ridge/106454168,2.0,,10.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Two Flew over the Cookoo's Nest,Eklutna Canyon,"Sport, Mixed, 50'",Alaska,"Sustained steep hooks and tool cams in a right trending crack/seam. Starts in an alcove with pods.,500 yards past TJ Swan on the north side of the river. Left route of the two bolted lines.,,",1,M7 ,Bolts,http://www.mountainproject.com/v/two-flew-over-the-cookoos-nest/109982812,mountainproject.com/v/eklutna-canyon/105909785,2.0,"500 yards past TJ Swan on the north side of the river. Left route of the two bolted lines.,,",,0,1,0,0,0,0,,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Rainbow Bridge,Portage,"Ice, 170'",Alaska,"This is a nice easy route near the Middle Glacier. This route has good ice that continues up the ridgeline after the first pitch.,On Portage Glacier road drive around four miles to the Williwaw Camp Ground parking lot. Park there and hike towards the Middle Glacier. Beware of avalanche danger. Do not attempt this route after a snowstorm.,,",1,WI3- ,Ice screws. V-Thread or use alders.,http://www.mountainproject.com/v/rainbow-bridge/105955148,mountainproject.com/v/portage/105955086,2.0,"On Portage Glacier road drive around four miles to the Williwaw Camp Ground parking lot. Park there and hike towards the Middle Glacier. Beware of avalanche danger. Do not attempt this route after a snowstorm.,,",,0,0,0,0,1,0,,170.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mt. Byron, West Ridge",Portage,"Snow, 4000',  Grade III",Alaska,"Mt. Byron is one of the most beautiful roadside peaks in Alaska. The crux is hitting the weather and route conditions just right. Portage valley is one of the wettest, snowiest places in the world. Park at the Byron Glacier TH. Mt. Byron is the prominent peak at the head of the valley. Take care on the approach, this area is a huge terrain trap for avi's. If you survive the terrain trap, gain a small hanging glacier on the west side of the valley and then boot pack/scramble up to the col of the West Ridge. The West ridge is a very corniced knife ridge, it is wise to rope up for the ridge (people have died on this ridge). Send it to the summit. For the descent either go back down the ridge or ski down the steep 50 degree headwall for a classic skimountaineering route, there is a bergshrund on the head wall.,,",2,,Glacier travel kit and pickets.,http://www.mountainproject.com/v/mt-byron-west-ridge/106892313,mountainproject.com/v/portage/105955086,4.0,,,0,0,0,0,0,0,,4000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Indecision,Portage,"Ice, 820'",Alaska,"This is a long route. Make the pitches start and end where you want them too. It is a good climb so the hike is worth it. Your ropes will be wet after this climb.,This climb is on the north side of the Portage River. It is the first climb when you drive into the valley.,,",2,WI4 ,Ice screws. Alders exist on this climb. Bring v-thread material just incase.,http://www.mountainproject.com/v/indecision/105955089,mountainproject.com/v/portage/105955086,3.0,"This climb is on the north side of the Portage River. It is the first climb when you drive into the valley.,,",,0,0,0,0,1,0,,820.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ski Race,Hole In The Wall,"Trad, Ice, 2 pitches, 300'",Alaska,"This is the first large ice formation you will arrive at. It shares the first pitch of Second Coming climbing up a fat, wide fetcher for two hundred feet. The second pitch continues straight up to the cliff rim. Once at the top a climber can rap off alders and V threads or walk off right.,,",1,WI3 ,This route is protected with ice screws and descended by use of V threads and alders or walked off with lookers left.,http://www.mountainproject.com/v/ski-race/108939369,mountainproject.com/v/hole-in-the-wall/108939309,4.0,,,0,0,1,0,0,0,2.0,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple Twist of Fate,Keystone Canyon,"Ice, 2 pitches, 250'",Alaska,"The prominent ice flow in the narrow gully between the huge routes Bridalveil Falls (left) and Greensteps (right). Ascend some 500' of snow/easy ice to the base of the business. If climbing with 60M ropes, one will have to build a belay at the bottom of the steeps, directly in the fall-line (not-advised). With 70M ropes, a belay can be built some 50' down and right of the hard climbing, providing the belayer with some margin of safety from the garbage chute. From here, climb a full ropelength of steep 80-90 degree ice, making sure to take advantage of the few nice rest stances. Semi-hanging/stance belay just below the alders. Rap from here via v-thread, or continue up a second pitch of much easier snow/ice ramp to a bolted rappel station at the rim of the canyon. ,The obvious gully/flow between the big routes Bridalveil Falls and Greensteps. 2 min approach from the large turnout on the west side of the road (assuming the Low River is frozen). Rap from bolts/v-threads back to your packs.,,",6,WI5- ,"Many screws, v-thread material, HELMET!",http://www.mountainproject.com/v/simple-twist-of-fate/108027024,mountainproject.com/v/keystone-canyon/107079734,3.7,"The obvious gully/flow between the big routes Bridalveil Falls and Greensteps. 2 min approach from the large turnout on the west side of the road (assuming the Low River is frozen). Rap from bolts/v-threads back to your packs.,,",,0,0,0,0,1,0,2.0,250.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dreadful Lock,Creekside Cliff,"Trad, 1 pitch",Alaska,"Dreadful Lock climbs up a slaby runout section to a ledge and a dark rap bolt. Make the first clip with a extendable to cut down on rope drag from the large pointy roof. Climb into a right facing dihedral with a bolt on the right face then pull through a steep section to the left side of a large roof. Follow a crack past the roof and climb the upper face to an anchor.,This route climbs through the left side of a large roof on the right end of the Creekside Cliff.,,",3, 5.11b,"7 Bolts, Gear to .25"", 2 Bolt Chain Anchor",http://www.mountainproject.com/v/dreadful-lock/109199433,mountainproject.com/v/creekside-cliff/109151163,3.0,"This route climbs through the left side of a large roof on the right end of the Creekside Cliff.,,",11.0,0,0,1,0,0,0,1.0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Vine and a prayer,Tarzan's Temple ,"Trad, 1 pitch, 100'",Alaska,"This route goes up the middle of the largest formation to the left of ""king of the Jungle"". This route can be somewhat scary because after clipping a bolt about half way up you will stand on a dangerous block to access a finger crack and a small roof. By all means try to knock the bock off when it is safe. ,,",2, 5.10c,Nuts and cams,http://www.mountainproject.com/v/vine-and-a-prayer/108053299,mountainproject.com/v/tarzans-temple-/108036810,2.5,,10.0,0,0,1,0,0,0,1.0,100.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King of the Jungle ,Tarzan's Temple ,"Trad, 100'",Alaska,"Crux down low to fun climbing up high. The route cleaned up well and has an amazing position. ,The route climbs straight up the most prominent part of the wall, following a ramp to gain a right trending crack which leads to a bolted anchor.,,",2, 5.11c,"Nuts, cams to 3''",http://www.mountainproject.com/v/king-of-the-jungle-/108036815,mountainproject.com/v/tarzans-temple-/108036810,3.5,"The route climbs straight up the most prominent part of the wall, following a ramp to gain a right trending crack which leads to a bolted anchor.,,",11.0,0,0,1,0,0,0,,100.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janes crack,Tarzan's Temple ,"Trad, Sport, 2 pitches, 200'",Alaska,"Bolted face to ledge, then fingers to hands for 30 m.,Long white corner, right of black chimney,,",2, 5.10c,"bolts, gear to 3""",http://www.mountainproject.com/v/janes-crack/108244638,mountainproject.com/v/tarzans-temple-/108036810,3.0,"Long white corner, right of black chimney,,",10.0,0,0,1,0,0,0,2.0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot' em Up,Keystone Canyon Tunnel Wall,"Sport, Mixed, 1 pitch, 85'",Alaska,"This long route starts up a huge flake and fights through pumpy, overhanging terrain with great holds. This beginning is the crux, then it cuts left onto the vertical face and up some less sustained moves. The upper third portion of the route is once again a long, continuing fight offering many different styles of climbing. Blank face, overwhelming options with hidden tiny ledges, caves, cracks, and pockets make this a great route. ,This is the fourth route from the right.,,",1,M7 ,15 bolts to a 2 bolt chain anchor.,http://www.mountainproject.com/v/shoot-em-up/108623455,mountainproject.com/v/keystone-canyon-tunnel-wall/108623336,4.0,"This is the fourth route from the right.,,",,0,1,0,0,0,0,1.0,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Candyland,Seward Highway,"Ice, 3 pitches, 275'",Alaska,"Candyland is good all around climb that features everything. It has great ice, thin ice and even mixed condition. The ice ranges from WI3-WI4 with some small mixed sections usually at the top of the first pitch. Most parties climb this route in three pitches and rappel the last pitch from alders and v-thread the rest, however, a walkoff is available to the right. Other shorter climbs to the left and right of Candyland exist.,To reach Candyland drive about thirty minutes south of Anchorage on the Seward highway. You will have to park on the shoulder to and hike across the railroad tracks. PLEASE CONTACT THE ALASKA RAILROAD REAL ESTATE DEPARTMENT FOR A PERMIT TO CLIMB CANDYLAND so other ice climbers can continue to enjoy this climb.,,",7,WI4 ,Bring ice screws and a set of stoppers. Be sure to bring v-thread material for the rappel.,http://www.mountainproject.com/v/candyland/105909384,mountainproject.com/v/seward-highway/105909323,3.3,"To reach Candyland drive about thirty minutes south of Anchorage on the Seward highway. You will have to park on the shoulder to and hike across the railroad tracks. PLEASE CONTACT THE ALASKA RAILROAD REAL ESTATE DEPARTMENT FOR A PERMIT TO CLIMB CANDYLAND so other ice climbers can continue to enjoy this climb.,,",,0,0,0,0,1,0,3.0,275.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairwell Transmission ,The White Spot ,"Sport, 115'",Alaska,"This route climbs the center of the wall on interesting edges, pinches, chicken heads, and even a pocket! Climb past one very high bolt, a few more, a pin and some more bolts. Save some gas for the last moves. This route has a bomb in the guide, when it's dry this is a very good route, much better than ""Better Things"" to the right with 5 stars in the guide.,This route is second from the left.,,",1, 5.10b/c,"several bolts, a piton and potential for some small/medium gear.",http://www.mountainproject.com/v/fairwell-transmission-/109190595,mountainproject.com/v/the-white-spot-/109190591,3.0,"This route is second from the left.,,",10.0,0,1,0,0,0,0,,115.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kid's Corner,Caribou Creek ,"Ice, 3 pitches, 250',  Grade II",Alaska,"This is a fun ice route, and a good beginner multipitch route, (big ledges and such). Climb the relatively short pillars and curtains, as well as some very short steps of steeper ice as you follow the climb towards a top out. You can walk back to the road from the top, or rap the route if you're headed further upstream.,,",4,WI2-3 ,"Screws, v-thread and sling material if you plan on rapping.",http://www.mountainproject.com/v/kids-corner/109775258,mountainproject.com/v/caribou-creek-/109775188,3.5,,,0,0,0,0,1,0,3.0,250.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Better things ,The White Spot ,"Sport, 125'",Alaska,"This route is good. It climbs up and right curving around grassy ledges on good holds. It has a mix of good and bad bolts. Lowering off this route with a 70m rope takes you right to the knots.,the route is located to the right of Fairwell Transmission.,,",2, 5.10-,"13 bolts, gear for a runout to bolt two. Two bolt anchor. You cannot lower off of this route with a 60m rope, with a 70 we came right to the knot tied in the end.",http://www.mountainproject.com/v/better-things-/109190599,mountainproject.com/v/the-white-spot-/109190591,3.0,"the route is located to the right of Fairwell Transmission.,,",10.0,0,1,0,0,0,0,,125.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warmup Tower,Warmup Wall,"Trad, 6 pitches, 1400'",Alaska,"Start on Warmup wall, continue up for one pitch some rock, some 4th class. Traverse right and up, 4th class tundra to base of tower proper. Climb up to the big roof, hand traverse with your feet dangling, heel hook, and into perfect hand crack. Follow hand cracks, fist, and finger 3 pitches to top of tower. Walk of to North.,Warmup Tower is located to the lookers right above fairangel lake.,,",2, 5.10a/b,"Gear to 3""",http://www.mountainproject.com/v/warmup-tower/108244699,mountainproject.com/v/warmup-wall/108244674,4.0,"Warmup Tower is located to the lookers right above fairangel lake.,,",10.0,0,0,1,0,0,0,6.0,1400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
PFM,Seward Highway,"Mixed, Ice, 1 pitch, 100'",Alaska,"This is an overhanging route that requires some mixed climbing to reach the WI4-WI5 ice at the top. Bolts exist on the route but may be covered in ice so bring some pro along just in case. This route comes in every season then if a warm spell happens for a week will disappear for the season.,To get to PFM drive a little over three miles and take the pullout on the left and there she is.,,",4,WI4+ M4+ ,"Bring small ice screws. Bolts exist on the route but bring pro just in case they are covered in ice. A few alders exist at the top of the route, but bring v-thread material just incase you don't think the alders will do.",http://www.mountainproject.com/v/pfm/105909350,mountainproject.com/v/seward-highway/105909323,2.8,"To get to PFM drive a little over three miles and take the pullout on the left and there she is.,,",,0,0,0,0,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
